,id,task_num,task_text,dept,task_responsibles_people,task_deadline,position,name,global_deadline,Tasks
2699,586,Task3,Провести анализ поставщиков для замены вышедшего из строя оборудования. Привести вышеизложенное поручение в исполнение к 26 августа 2019 года.,Служба ИТ,Контроль над исполнением распоряжения оставить за системным администратором Абалаковым Севастьяном,2019-08-25,системный администратор,абалаков с.,2013-05-21,
2700,587,Task1,Закупить книги. Срок выполнения поручения: 20.09.21.,Административно-хозяйственный отдел,За контроль и выполнение назначить ответственным руководителя Административно-хозяйственного отдела С.С.Галкина,2021-09-19,руководитель административно-хозяйственный отдел,галкин c.c.,2013-05-03,
2701,587,Task2,"Уточнить список сотрудников, имеющих право на бесплатное парковочное место у офиса. Выполнить данное поручение до 21 августа 2013 года.",Административно-хозяйственный отдел,За контроль и выполнение назначить ответственным специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2013-08-20,второй категория административно-хозяйственный отдел,поспелов н.а.,2013-05-03,
2702,587,Task3,Закупить подарки для партнеров. Срок выполнения поручения: 16 июля 2015 г..,Административно-хозяйственный отдел,Контроль над выполнением настоящего приказа возложить на специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2015-07-15,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2013-05-03,
2703,587,Task4,Провести уборку кухонного помещения. Срок выполнения поручения: 26 фев 2022 г..,Административно-хозяйственный отдел,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2022-02-25,специалист первый категория административно-хозяйственный отдел,кравцов и.е.,2013-05-03,
2704,587,Task6,Закупить книги. Установить срок выполнения задачи до 22.06.12.,Административно-хозяйственный отдел,Контроль над выполнением приказа возложить на специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2012-06-21,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2013-05-03,
2705,587,Task7,Организовать регулярную поливку цветов. Завершить выполнение к 16 мар 2013 г..,Административно-хозяйственный отдел,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2013-03-15,специалист первый категория административно-хозяйственный отдел,кравцов и.е.,2013-05-03,
2706,587,Task8,Выполнить покраску стены. Срок завершения: 22 окт 12.,Административно-хозяйственный отдел,Ответственным за исполнение настоящего приказа назначить руководителя Административно-хозяйственного отдела С.С.Галкина,2012-10-21,руководитель административно-хозяйственный отдел,галкин c.c.,2013-05-03,
2707,588,Task2,Добавить персональные данные сотрудника в бахгалтерскую информационную систему для осуществления выплат заработной платы. Срок завершения: 02 апр 2017 г..,Бухгалтерия,Контроль над исполнением распоряжения оставить за специалистом третей категории бухгалтерии Александровым А.С.,2017-04-01,специалист треть категория бухгалтерия,александров а.с.,2012-03-03,
2708,588,Task3,Произвести оплату внеурочной работы сотрудникам. Выполнить данное поручение до 22 ноября 2014 года.,Бухгалтерия,Ответственным за исполнение настоящего приказа назначить главного бухгалтера Семенову М.С.,2014-11-21,главное бухгалтер,семёнов м.с.,2012-03-03,
2709,589,Task1,Организовать хранение на офисном складе оборудования. Срок завершения: 16.03.2013.,Административно-хозяйственный отдел,Контроль над исполнением распоряжения оставить за специалистом второй категории административно-хозяйственного отдела Поспеловой Н.А.,2013-03-15,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2015-03-14,
2710,589,Task2,Установить дополнительный шкаф в гардеробе. Завершить выполнение к 17 фев 20.,Административно-хозяйственный отдел,Контроль над исполнением распоряжения оставить за руководителем Административно-хозяйственного отдела С.С.Галкиным,2020-02-16,руководитель административно-хозяйственный отдел,галкин c.c.,2015-03-14,
2711,589,Task3,Обеспечить комфортные условия для работы сотрудников во внеурочное время. Завершить выполнение к 22.03.15.,Административно-хозяйственный отдел,Контроль над выполнением приказа возложить на руководителя Административно-хозяйственного отдела С.С.Галкина,2015-03-21,руководитель административно-хозяйственный отдел,галкин c.c.,2015-03-14,
2712,589,Task4,Провести опрос сотрудников. Дата окончания: 15.10.20.,Административно-хозяйственный отдел,Обеспечение выполнения возложить на специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2020-10-14,специалист первый категория административно-хозяйственный отдел,кравцов и.е.,2015-03-14,
2713,590,Task1,Уточнить требования к аппаратному обеспечению для нормального функционирования системы. Выполнить данное поручение до 08 марта 21.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить программиста Абашкина Ореста,2021-03-07,программист,абашкин о.,2022-05-15,
2714,590,Task2,Организовать регулярное проведение статус-митинга для координации задач разработки. Дата окончания: 08.02.2012.,Отдел разработки систем,Обеспечение выполнения возложить на руководителя отдела разработки систем Департамента разработки Петрова В.М.,2012-02-07,руководитель отдел разработка система,петров в.м.,2022-05-15,
2715,590,Task3,Провести рефакторинг программного обеспечения для повышения производительности. Приступить к исполнению поручения до 01 мар 16.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2016-02-29,специалист третий категория,андреев с.е.,2022-05-15,
2716,590,Task4,Провести рабочее совещание для формирования требований технического задания. Завершить выполнение к 19.08.20.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста второй категории отдела разработки пользовательских интерфейсов Попова А.А.,2020-08-18,второй категория отдел разработка пользовательский интерфейс,попов а.а.,2022-05-15,
2717,590,Task5,Провести тестирование разработанного модуля. Привести вышеизложенное поручение в исполнение к 20 декабря 14.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории отдела разработки систем Никишина С.Е.,2014-12-19,первый категория отдел разработка система,никишин с.е.,2022-05-15,
2718,591,Task1,Провести рефакторинг программного обеспечения для повышения производительности. Привести вышеизложенное поручение в исполнение к 23.04.2018.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста второй категории отдела разработки систем Попова А.А.,2018-04-22,специалист второй категория отдел разработка система,попов а.а.,2015-08-11,
2719,591,Task2,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Приступить к исполнению поручения до 06 мая 21.,Отдел разработки систем,За контроль и выполнение назначить ответственным специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2021-05-05,специалист третий категория,андреев с.е.,2015-08-11,
2720,591,Task3,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Установить срок выполнения задачи до 04 июля 2019 года.,Отдел разработки систем,Контроль над исполнением распоряжения оставить за администратором баз данных Абашичевым Алексеем,2019-07-03,администратор база данные,абашичев а.,2015-08-11,
2721,591,Task4,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Установить срок выполнения задачи до 23 августа 2022 года.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить технического писателя Абалкина Зураба,2022-08-22,технический писатель,абалкин з.,2015-08-11,
2722,591,Task5,Провести рефакторинг программного обеспечения для повышения производительности. Срок завершения: 27 апр 2017 г..,Отдел разработки систем,Ответственность за исполнение распоряжения возложить на администратора баз данных Абашичева Алексея,2017-04-26,администратор база данные,абашичев а.,2015-08-11,
2723,591,Task6,Использовать автоматизированное тестирование перед сборкой системы. Установить срок выполнения задачи до 08 января 2012 года.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории отдела разработки систем Никишина С.Е.,2012-01-07,специалист первый категория отдел разработка система,никишин с.е.,2015-08-11,
2724,592,Task1,"Провести ревизию состояния окон в рабочих помещениях и, при необходимости, организовать ремонт. Определить срок исполнения задачи вплоть до 03 фев 2014 г..",Административно-хозяйственный отдел,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2014-02-02,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2012-12-12,
2725,592,Task2,Заменить лампы дневного освещения. Установить срок выполнения задачи до 22 дек 15.,Административно-хозяйственный отдел,Обеспечение выполнения возложить на специалиста первой категории административно-хозяйственного отдела Сергееву Алену Ивановну,2015-12-21,специалист первый категория административно-хозяйственный отдел,сергеева а.и.,2012-12-12,
2726,592,Task3,Обеспечить комфортные условия для работы сотрудников во внеурочное время. Сроком окончания работ определить 15.03.21.,Административно-хозяйственный отдел,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории административно-хозяйственного отдела Сергееву Алену Ивановну,2021-03-14,специалист первый категория административно-хозяйственный отдел,сергеева а.и.,2012-12-12,
2727,592,Task4,Осуществить ремонт вышедшей из строя мебели. Завершить выполнение к 20 декабря 2018 года.,Административно-хозяйственный отдел,Ответственность за исполнение распоряжения возложить на специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2018-12-19,специалист первый категория административно-хозяйственный отдел,кравцов и.е.,2012-12-12,
2728,593,Task1,Устранить полученные замечания налоговой службы. Дата окончания: 04.06.19.,Бухгалтерия,Ответственным за исполнение настоящего приказа назначить специалиста третей категории бухгалтерии Александрова А.С.,2019-06-03,специалист треть категория бухгалтерия,александров а.с.,2021-09-13,
2729,593,Task2,"Внести изменения в форму уведомления о получении заработной платы сотрудниками, с учетом полученных замечаний. Срок завершения: 21.04.22.",Бухгалтерия,Контроль над выполнением настоящего приказа возложить на специалиста третей категории бухгалтерии Александрова А.С.,2022-04-20,специалист треть категория бухгалтерия,александров а.с.,2021-09-13,
2730,593,Task5,Подготовить и направить заказчикам документы для закрытия проекта. Завершить выполнение к 13.05.20.,Бухгалтерия,Контроль над выполнением настоящего приказа возложить на специалиста второй категории бухгалтерии Смирнову О.А.,2020-05-12,специалист второй категория бухгалтерия,смирнов о.а.,2021-09-13,
2731,593,Task6,"Внести изменения в форму уведомления о получении заработной платы сотрудниками, с учетом полученных замечаний. Привести вышеизложенное поручение в исполнение к 21.10.2017.",Бухгалтерия,Ответственным за исполнение настоящего приказа назначить специалиста первой категории бухгалтерии Миронову Т.П.,2017-10-20,первый категория бухгалтерия,миронов т.п.,2021-09-13,
2732,593,Task7,Согласовать сметный расчет для участие в конкурсе на поставку программного обеспечения. Сроком окончания работ определить 08 ноября 2020 года.,Бухгалтерия,Контроль над выполнением настоящего приказа возложить на специалиста первой категории бухгалтерии Миронову Т.П.,2020-11-07,специалист первый категория бухгалтерия,миронов т.п,2021-09-13,
2733,593,Task8,Выделить средства для внепланового ремонта офисного помещения. Выполнить данное поручение до 19 декабря 2017 года.,Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным специалиста второй категории бухгалтерии Смирнову О.А.,2017-12-18,второй категория бухгалтерия,смирнов о.а.,2021-09-13,
2734,594,Task1,Разработать модуль обработки информации в системе с учетом требований от заказчика. Установить срок выполнения задачи до 15 мар 21.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2021-03-14,специалист третий категория,андреев с.е.,2012-10-03,
2735,594,Task2,Обеспечить совместимость системы с партнерским программным обеспечением. Сроком окончания работ определить 23 апреля 13.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории отдела разработки систем Никишина С.Е.,2013-04-22,специалист первый категория отдел разработка система,никишин с.е.,2012-10-03,
2736,594,Task3,Разработать модуль обработки информации в системе с учетом требований от заказчика. Сроком окончания работ определить 03 дек 2016 г..,Отдел разработки систем,Ответственным за исполнение настоящего приказа назначить специалиста первой категории отдела разработки пользовательских интерфейсов Никишина С.Е.,2016-12-02,первый категория отдел разработка пользовательский интерфейс,никишин с.е.,2012-10-03,
2737,594,Task4,Разработать коннектор для интеграции со сторонним программным обеспечением. Срок завершения: 04 июля 15.,Отдел разработки систем,Ответственным за исполнение настоящего приказа назначить администратора баз данных Абашичева Алексея,2015-07-03,администратор база данные,абашичев а.,2012-10-03,
2738,594,Task5,Добавить дополнительных механизм авторизации пользователей в системе. Определить срок исполнения задачи вплоть до 12.09.2022.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2022-09-11,специалист третий категория,андреев с.е.,2012-10-03,
2739,595,Task2,Провести анализ неисправности работы API и обеспечить устранение ошибки. Срок завершения: 08 авг 16.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории отдела разработки систем Никишина С.Е.,2016-08-07,первый категория отдел разработка система,никишин с.е.,2021-11-02,
2740,595,Task3,Разработать коннектор для интеграции со сторонним программным обеспечением. Установить срок выполнения задачи до 08.01.2019.,Отдел разработки систем,Контроль над исполнением распоряжения оставить за техническим писателем Абалкиным Зурабом,2019-01-07,технический писатель,абалкин з.,2021-11-02,
2741,595,Task4,Оказать поддержку внедрения системы на объекте заказчика. Дата окончания: 08.05.13.,Отдел разработки систем,Обеспечение выполнения возложить на администратора баз данных Абашичева Алексея,2013-05-07,администратор база данные,абашичев а.,2021-11-02,
2742,595,Task5,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Установить срок выполнения задачи до 05 сен 2016 г..,Отдел разработки систем,Ответственность за исполнение распоряжения возложить на технического писателя Абалкина Зураба,2016-09-04,технический писатель,абалкин з.,2021-11-02,
2743,596,Task1,Провести тестирование разработанного модуля. Привести вышеизложенное поручение в исполнение к 14.01.2015.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста первой категории отдела разработки систем Никишина С.Е.,2015-01-13,специалист первый категория отдел разработка система,никишин с.е.,2016-03-12,
2744,596,Task2,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Сроком окончания работ определить 28 ноября 14.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста второй категории отдела разработки систем Попова А.А.,2014-11-27,специалист второй категория отдел разработка система,попов а.а.,2016-03-12,
2745,596,Task3,Провести слияние веток проекта в системе управления версиями программного обеспечения github. Приступить к исполнению поручения до 01.12.2016.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста второй категории отдела разработки пользовательских интерфейсов Попова А.А.,2016-11-30,специалист второй категория,попов а.а.,2016-03-12,
2746,596,Task4,Доработать функцию сохранения информации в базу данных. Дата окончания: 17 сентября 2019 года.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста третьей категории отдела разработки систем Андреева С.Е.,2019-09-16,специалист третий категория отдел разработка система,андреев с.е.,2016-03-12,
2747,596,Task5,Добавить дополнительных механизм авторизации пользователей в системе. Определить срок исполнения задачи вплоть до 04.06.2012.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории отдела разработки систем Никишина С.Е.,2012-06-03,первый категория отдел разработка система,никишин с.е.,2016-03-12,
2748,596,Task6,Добавить дополнительных механизм авторизации пользователей в системе. Сроком окончания работ определить 28 марта 2016 года.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на тимлид проектной команды Абаимова Симона,2016-03-27,тимлида проектный команда,абаимов с.,2016-03-12,
2749,596,Task7,Провести рефакторинг программного обеспечения для повышения производительности. Приступить к исполнению поручения до 10 окт 16.,Отдел разработки систем,Ответственным за исполнение настоящего приказа назначить специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2016-10-09,специалист третий категория,андреев с.е.,2016-03-12,
2750,597,Task1,"Произвести настройку кондиционера, используемого в серверном помещении. Приступить к исполнению поручения до 07 мар 16.",Служба ИТ,Ответственным за контролем над исполнением вышеизложенных задач назначить мастера по ремонту компьютеров Абалакина Михаила,2016-03-06,мастер по ремонт компьютер,абалакин м.,2016-12-04,
2751,597,Task2,Выполнить перезагрузку серверного оборудования. Установить срок выполнения задачи до 12.07.2013.,Служба ИТ,Контроль над исполнением распоряжения оставить за мастером по ремонту компьютеров Абалакиным Михаилом,2013-07-11,мастер по ремонт компьютер,абалакин м.,2016-12-04,
2752,597,Task3,Подготовить обоснование для замены аппаратного обеспечение в отделе разработки. Выполнить данное поручение до 27.11.2014.,Служба ИТ,Контроль над выполнением настоящего приказа возложить на системного администратора Сергеева Андрея,2014-11-26,системный администратор,сергеев а.,2016-12-04,
2753,597,Task4,Провести запуск в эксплуатацию информационной системы для планирования задач. Срок выполнения поручения: 09 марта 2022 года.,Служба ИТ,Контроль над исполнением распоряжения оставить за администратором вычислительной сети Абалдуевым Олегом,2022-03-08,администратор вычислительный сеть,абалдуев о.,2016-12-04,
2754,597,Task5,Произвести очистку жесткого диска для временного хранения файлов. Привести вышеизложенное поручение в исполнение к 05 июня 21.,Служба ИТ,Ответственным за контролем над исполнением вышеизложенных задач назначить администратора баз данных Абакулова Петра,2021-06-04,администратор база данные,абакулов п.,2016-12-04,
2755,598,Task1,Разработать модуль обработки информации в системе с учетом требований от заказчика. Сроком окончания работ определить 22 апреля 19.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста второй категории отдела разработки систем Попова А.А.,2019-04-21,специалист второй категория отдел разработка система,попов а.а.,2013-09-18,
2756,598,Task2,Интегрировать в систему модуль мониторинга для нужд эксплуатации. Срок завершения: 11 октября 2018 года.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста первой категории отдела разработки систем Никишина С.Е.,2018-10-10,специалист первый категория отдел разработка система,никишин с.е.,2013-09-18,
2757,598,Task3,Интегрировать в систему модуль мониторинга для нужд эксплуатации. Завершить выполнение к 07 окт 13.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить руководителя отдела разработки систем Департамента разработки Петрова В.М.,2013-10-06,руководитель отдел разработка система,петров в.м.,2013-09-18,
2758,598,Task4,Доработать функцию сохранения информации в базу данных. Приступить к исполнению поручения до 27 дек 2016 г..,Отдел разработки систем,Ответственным за исполнение настоящего приказа назначить специалиста второй категории отдела разработки пользовательских интерфейсов Попова А.А.,2016-12-26,второй категория отдел разработка пользовательский интерфейс,попов а.а.,2013-09-18,
2759,598,Task5,Разработать функцию чтения информации из базы данных. Привести вышеизложенное поручение в исполнение к 26 июня 16.,Отдел разработки систем,Контроль над выполнением приказа возложить на руководителя отдела разработки систем Департамента разработки Петрова В.М.,2016-06-25,руководитель отдел разработка система,петров в.м.,2013-09-18,
2760,598,Task6,Провести анализ неисправности работы API и обеспечить устранение ошибки. Привести вышеизложенное поручение в исполнение к 24.11.2019.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным администратора баз данных Абашичева Алексея,2019-11-23,администратор база данные,абашичев а.,2013-09-18,
2761,598,Task7,Провести анализ неисправности работы API и обеспечить устранение ошибки. Сроком окончания работ определить 06.08.22.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2022-08-05,специалист третий категория,андреев с.е.,2013-09-18,
2762,599,Task1,Проконтролировать получение оплаты от заказчика. Установить срок выполнения задачи до 14.10.2014.,Бухгалтерия,Обеспечение выполнения возложить на главного бухгалтера Семенову М.С.,2014-10-13,главное бухгалтер,семёнов м.с.,2012-06-04,
2763,599,Task2,Обеспечить архивирование отчетов о командировках сотрудников. Привести вышеизложенное поручение в исполнение к 14 окт 2017 г..,Бухгалтерия,Контроль над выполнением приказа возложить на специалиста третей категории бухгалтерии Александрова А.С.,2017-10-13,специалист треть категория бухгалтерия,александров а.с.,2012-06-04,
2764,599,Task3,Проконтролировать получение оплаты от заказчика. Определить срок исполнения задачи вплоть до 18 мар 2022 г..,Бухгалтерия,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста второй категории бухгалтерии Смирнову О.А.,2022-03-17,второй категория бухгалтерия,смирнов о.а.,2012-06-04,
2765,599,Task4,Оплатить командировочные расходы. Дата окончания: 11 мая 13.,Бухгалтерия,Контроль над исполнением распоряжения оставить за специалистом первой категории бухгалтерии Мироновой Т.П.,2013-05-10,специалист первый категория бухгалтерия,миронов т.п,2012-06-04,
2766,599,Task5,Провести конкурс на выбор компании аудитора. Дата окончания: 18 авг 2016 г..,Бухгалтерия,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста второй категории бухгалтерии Смирнову О.А.,2016-08-17,второй категория бухгалтерия,смирнов о.а.,2012-06-04,
2767,599,Task6,Открыть дополнительный расчетный счет в банке. Дата окончания: 03 мая 2018 года.,Бухгалтерия,За контроль и выполнение назначить ответственным главного бухгалтера Семенову М.С.,2018-05-02,главное бухгалтер,семёнов м.с.,2012-06-04,
2768,599,Task7,Подготовить предложения по модернизации используемой бухгалтерской системы. Выполнить данное поручение до 19 января 2022 года.,Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории бухгалтерии Миронову Т.П.,2022-01-18,первый категория бухгалтерия,миронов т.п.,2012-06-04,
2769,599,Task8,Подготовить финансовую отчетность. Срок выполнения поручения: 09.09.2015.,Бухгалтерия,Контроль над выполнением приказа возложить на специалиста третей категории бухгалтерии Александрова А.С.,2015-09-08,специалист треть категория бухгалтерия,александров а.с.,2012-06-04,
2770,600,Task1,Провести слияние веток проекта в системе управления версиями программного обеспечения github. Завершить выполнение к 24.06.21.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на администратора баз данных Абашичева Алексея,2021-06-23,администратор база данные,абашичев а.,2019-06-04,
2771,600,Task2,Выполнить настройку канала для подключения к сети Интернет. Выполнить данное поручение до 15 фев 2019 г..,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста первой категории отдела разработки систем Никишина С.Е.,2019-02-14,специалист первый категория отдел разработка система,никишин с.е.,2019-06-04,
2772,600,Task3,Выполнить настройку канала для подключения к сети Интернет. Срок завершения: 09.08.19.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на тимлид проектной команды Абаимова Симона,2019-08-08,тимлида проектный команда,абаимов с.,2019-06-04,
2773,600,Task4,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Срок завершения: 15.04.2013.,Отдел разработки систем,Контроль над исполнением распоряжения оставить за программистом Абашкиным Орестом,2013-04-14,программист,абашкин о.,2019-06-04,
